Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Purchase Frequency
1871,18-25,Male,Bedding,Home & Garden,308.4,New Jersey,N/A,N/A,Spring,3,No,Debit Card,Standard,No,No,5,Weekly
1872,36-45,Male,Sandals,Footwear,129.31,Georgia,S,Black,Spring,5,No,PayPal,Express,No,No,6,Weekly
1873,18-25,Male,Camera,Electronics,431.35,New York,N/A,N/A,Winter,3,No,Bank Transfer,Next Day Delivery,Yes,No,6,Monthly
1874,18-25,Male,Novel,Books & Media,30.72,Virginia,N/A,N/A,Summer,5,No,Cash,Standard,Yes,No,9,Quarterly
1875,65+,Male,Skincare,Beauty & Personal Care,60.95,California,N/A,N/A,Winter,4,No,PayPal,Free Shipping,No,No,5,Quarterly
1876,26-35,Male,Sweater,Clothing,28.83,California,XS,Brown,Fall,5,Yes,Debit Card,Free Shipping,No,No,8,Bi-Weekly
1877,36-45,Male,Jeans,Clothing,107.61,Illinois,S,White,Winter,4,No,Credit Card,Standard,No,No,9,Annually
1878,46-55,Female,Video Game,Toys & Games,49.17,New York,N/A,N/A,Spring,5,Yes,Debit Card,Next Day Delivery,No,No,3,Weekly
1879,56-65,Male,Bike,Sports & Outdoors,144.74,Georgia,N/A,N/A,Summer,5,No,Debit Card,Next Day Delivery,Yes,No,6,Annually
1880,56-65,Male,Sandals,Footwear,130.83,Virginia,M,Red,Summer,4,No,Bank Transfer,Free Shipping,No,No,7,Monthly
1881,46-55,Male,Sports Apparel,Sports & Outdoors,109.12,Florida,N/A,N/A,Winter,5,No,Bank Transfer,Free Shipping,No,No,6,Monthly
1882,46-55,Male,Smartwatch,Electronics,142.89,Illinois,N/A,N/A,Summer,5,No,Debit Card,Next Day Delivery,No,No,7,Quarterly
1883,46-55,Male,Action Figure,Toys & Games,66.73,California,N/A,N/A,Fall,4,No,Bank Transfer,Express,No,No,3,Annually
1884,36-45,Male,Action Figure,Toys & Games,42.63,Michigan,N/A,N/A,Summer,5,No,Cash,Free Shipping,No,No,2,Weekly
1885,46-55,Female,Smartwatch,Electronics,322.25,North Carolina,N/A,N/A,Spring,4,No,Bank Transfer,Standard,No,Yes,11,Annually
1886,18-25,Female,Garden Tools,Home & Garden,49.05,New Jersey,N/A,N/A,Summer,4,Yes,Cash,Next Day Delivery,Yes,No,4,Quarterly
1887,18-25,Male,Sports Apparel,Sports & Outdoors,133.58,North Carolina,N/A,N/A,Winter,5,Yes,Bank Transfer,Free Shipping,No,Yes,5,Bi-Weekly
1888,56-65,Male,Bike,Sports & Outdoors,143.59,Virginia,N/A,N/A,Spring,4,No,Cash,Free Shipping,No,No,6,Bi-Weekly
1889,65+,Female,Wallet,Accessories,65.98,California,N/A,Brown,Spring,4,Yes,PayPal,Express,Yes,No,4,Weekly
1890,65+,Male,Kitchenware,Home & Garden,179.82,Ohio,N/A,N/A,Fall,5,Yes,Cash,Standard,Yes,No,5,Bi-Weekly
1891,18-25,Other,Shirt,Clothing,94.38,Illinois,XS,White,Summer,4,No,Credit Card,Standard,No,No,8,Monthly
1892,46-55,Male,Tablet,Electronics,212.04,Pennsylvania,N/A,N/A,Winter,4,No,Credit Card,Next Day Delivery,No,No,6,Monthly
1893,46-55,Female,Camping Gear,Sports & Outdoors,135.07,Illinois,N/A,N/A,Winter,3,No,Bank Transfer,Free Shipping,No,No,11,Annually
1894,56-65,Male,Jeans,Clothing,49.21,Georgia,XS,Red,Fall,5,No,Debit Card,Standard,No,No,3,Monthly
1895,65+,Male,Music Album,Books & Media,24.34,North Carolina,N/A,N/A,Spring,5,No,PayPal,Next Day Delivery,No,No,6,Quarterly
1896,18-25,Female,Skincare,Beauty & Personal Care,35.7,Georgia,N/A,N/A,Spring,5,No,PayPal,Next Day Delivery,No,Yes,6,Annually
1897,18-25,Female,Laptop,Electronics,647.42,Virginia,N/A,N/A,Spring,3,No,PayPal,Free Shipping,Yes,No,2,Monthly
1898,26-35,Male,Novel,Books & Media,31.59,Pennsylvania,N/A,N/A,Fall,5,No,Bank Transfer,Free Shipping,No,No,3,Bi-Weekly
1899,56-65,Female,Skincare,Beauty & Personal Care,52.8,California,N/A,N/A,Summer,5,No,Bank Transfer,Standard,No,No,9,Annually
1900,46-55,Male,Smartwatch,Electronics,327.35,Florida,N/A,N/A,Winter,5,No,Debit Card,Free Shipping,No,No,7,Annually
1901,65+,Female,Dress,Clothing,99.48,Michigan,XS,Gray,Winter,5,Yes,Cash,Free Shipping,No,No,8,Monthly
1902,26-35,Female,Dress,Clothing,82.59,Michigan,M,Red,Spring,3,No,Cash,Standard,Yes,Yes,4,Bi-Weekly
1903,46-55,Male,Magazine,Books & Media,17.99,California,N/A,N/A,Winter,5,Yes,Cash,Free Shipping,Yes,No,5,Weekly
1904,36-45,Male,Boots,Footwear,144.34,Pennsylvania,XL,Brown,Winter,5,No,Cash,Free Shipping,No,No,7,Weekly
1905,18-25,Male,Boots,Footwear,10.0,Florida,XL,Green,Spring,4,No,PayPal,Free Shipping,No,Yes,5,Monthly
1906,65+,Female,Skincare,Beauty & Personal Care,44.89,Virginia,N/A,N/A,Fall,4,No,Bank Transfer,Standard,Yes,Yes,4,Quarterly
1907,46-55,Female,Dress,Clothing,61.43,Ohio,XL,Gray,Winter,4,No,Credit Card,Standard,No,No,9,Weekly
1908,36-45,Other,Bike,Sports & Outdoors,10.0,Ohio,N/A,N/A,Summer,4,Yes,Cash,Standard,No,No,4,Weekly
1909,26-35,Female,Smartwatch,Electronics,136.17,Florida,N/A,N/A,Summer,5,No,PayPal,Next Day Delivery,Yes,No,5,Annually
1910,36-45,Female,Novel,Books & Media,23.43,New Jersey,N/A,N/A,Summer,5,Yes,Bank Transfer,Free Shipping,Yes,Yes,7,Weekly
1911,56-65,Female,Pants,Clothing,72.26,New York,S,Blue,Summer,4,No,PayPal,Standard,No,No,7,Monthly
1912,18-25,Male,Board Game,Toys & Games,19.2,Texas,N/A,N/A,Fall,5,Yes,Bank Transfer,Standard,No,No,8,Monthly
1913,26-35,Male,Camping Gear,Sports & Outdoors,101.89,Georgia,N/A,N/A,Summer,5,No,Cash,Free Shipping,No,No,5,Quarterly
1914,46-55,Male,Watch,Accessories,84.28,Florida,N/A,Red,Spring,5,Yes,Cash,Express,No,No,11,Annually
1915,26-35,Male,Tablet,Electronics,578.07,North Carolina,N/A,N/A,Spring,5,No,Bank Transfer,Express,No,Yes,5,Bi-Weekly
1916,65+,Male,Hair Care,Beauty & Personal Care,48.29,New York,N/A,N/A,Fall,5,Yes,PayPal,Standard,Yes,No,2,Quarterly
1917,18-25,Other,Bike,Sports & Outdoors,127.21,California,N/A,N/A,Summer,5,Yes,Debit Card,Free Shipping,Yes,Yes,4,Quarterly
1918,56-65,Male,Wallet,Accessories,143.01,Florida,N/A,Red,Winter,4,No,Cash,Express,Yes,No,8,Annually
1919,56-65,Other,Bedding,Home & Garden,21.55,Texas,N/A,N/A,Winter,5,No,Bank Transfer,Standard,No,No,7,Quarterly
1920,18-25,Female,Board Game,Toys & Games,33.86,Virginia,N/A,N/A,Summer,4,No,Credit Card,Next Day Delivery,No,No,6,Monthly
1921,46-55,Female,Bedding,Home & Garden,162.19,New Jersey,N/A,N/A,Fall,5,No,Debit Card,Next Day Delivery,No,No,5,Monthly
1922,46-55,Female,Video Game,Toys & Games,47.48,Ohio,N/A,N/A,Summer,5,No,PayPal,Next Day Delivery,Yes,No,6,Weekly
1923,65+,Female,DVD,Books & Media,21.08,North Carolina,N/A,N/A,Spring,5,Yes,Debit Card,Next Day Delivery,No,No,10,Monthly
1924,36-45,Male,Action Figure,Toys & Games,22.62,Pennsylvania,N/A,N/A,Fall,4,No,Cash,Express,No,No,7,Monthly
1925,36-45,Male,Sunglasses,Accessories,95.25,North Carolina,N/A,Gray,Winter,5,No,Debit Card,Next Day Delivery,No,No,8,Annually
1926,46-55,Female,Belt,Accessories,79.91,Florida,N/A,Brown,Fall,5,Yes,Cash,Next Day Delivery,No,No,7,Annually
1927,56-65,Female,Camping Gear,Sports & Outdoors,102.41,Georgia,N/A,N/A,Summer,4,No,Credit Card,Next Day Delivery,Yes,No,8,Bi-Weekly
1928,26-35,Other,Camping Gear,Sports & Outdoors,156.49,New Jersey,N/A,N/A,Winter,4,No,Debit Card,Express,No,No,4,Quarterly
1929,46-55,Female,Garden Tools,Home & Garden,32.14,Georgia,N/A,N/A,Fall,5,No,Cash,Next Day Delivery,No,No,5,Annually
1930,18-25,Male,Furniture,Home & Garden,188.93,Ohio,N/A,N/A,Winter,4,No,Credit Card,Standard,No,Yes,5,Bi-Weekly
1931,36-45,Other,Music Album,Books & Media,28.81,North Carolina,N/A,N/A,Fall,4,No,Bank Transfer,Free Shipping,No,No,9,Bi-Weekly
1932,36-45,Female,Jacket,Clothing,99.55,New Jersey,L,Green,Spring,4,No,PayPal,Free Shipping,Yes,No,10,Quarterly
1933,36-45,Male,Laptop,Electronics,469.06,Florida,N/A,N/A,Spring,5,No,Debit Card,Standard,No,No,5,Weekly
1934,18-25,Female,Furniture,Home & Garden,154.27,North Carolina,N/A,N/A,Fall,5,No,Cash,Standard,No,Yes,8,Quarterly
1935,26-35,Female,Jeans,Clothing,57.17,Michigan,XS,Black,Spring,5,No,Debit Card,Next Day Delivery,No,No,8,Monthly
1936,46-55,Female,Handbag,Accessories,44.2,New York,N/A,Green,Fall,4,Yes,Bank Transfer,Next Day Delivery,No,No,8,Bi-Weekly
1937,26-35,Female,Sweater,Clothing,138.84,Michigan,M,Brown,Summer,4,No,Cash,Free Shipping,Yes,No,7,Bi-Weekly
1938,56-65,Male,Pants,Clothing,52.65,Texas,XL,Gray,Fall,5,Yes,PayPal,Standard,No,No,7,Weekly
1939,26-35,Female,Makeup,Beauty & Personal Care,70.71,New York,N/A,N/A,Winter,5,Yes,Bank Transfer,Express,No,No,3,Bi-Weekly
1940,26-35,Other,Furniture,Home & Garden,154.37,California,N/A,N/A,Summer,5,No,Debit Card,Free Shipping,No,No,2,Annually
1941,56-65,Female,Fragrance,Beauty & Personal Care,58.96,New York,N/A,N/A,Summer,5,No,Credit Card,Standard,No,No,4,Quarterly
1942,65+,Other,Music Album,Books & Media,35.11,Florida,N/A,N/A,Winter,3,No,Bank Transfer,Free Shipping,No,No,3,Weekly
1943,56-65,Female,Kitchenware,Home & Garden,54.0,New Jersey,N/A,N/A,Winter,5,No,PayPal,Next Day Delivery,No,No,9,Monthly
1944,18-25,Other,Music Album,Books & Media,19.89,Georgia,N/A,N/A,Summer,4,Yes,Debit Card,Express,No,Yes,9,Weekly
1945,56-65,Male,Makeup,Beauty & Personal Care,23.27,Ohio,N/A,N/A,Summer,5,Yes,Cash,Next Day Delivery,No,No,4,Monthly
1946,46-55,Female,Kitchenware,Home & Garden,189.32,Virginia,N/A,N/A,Fall,4,No,Cash,Free Shipping,No,No,9,Annually
1947,46-55,Male,Jeans,Clothing,109.53,Michigan,S,Gray,Spring,3,Yes,PayPal,Standard,No,No,3,Quarterly
1948,56-65,Male,Sports Apparel,Sports & Outdoors,127.6,Ohio,N/A,N/A,Spring,4,Yes,PayPal,Free Shipping,Yes,No,8,Quarterly
1949,46-55,Male,Tablet,Electronics,81.03,Illinois,N/A,N/A,Fall,5,No,Cash,Next Day Delivery,Yes,No,8,Monthly
1950,36-45,Female,Magazine,Books & Media,38.13,Florida,N/A,N/A,Summer,5,No,Bank Transfer,Express,Yes,No,5,Weekly
1951,46-55,Male,Fitness Equipment,Sports & Outdoors,200.04,New York,N/A,N/A,Spring,4,No,Cash,Standard,No,No,6,Annually
1952,65+,Male,Board Game,Toys & Games,30.37,Illinois,N/A,N/A,Spring,5,No,Bank Transfer,Next Day Delivery,No,No,8,Quarterly
1953,26-35,Female,Kitchenware,Home & Garden,190.77,Ohio,N/A,N/A,Fall,4,No,Cash,Express,No,No,4,Quarterly
1954,36-45,Female,Running Shoes,Footwear,150.39,Texas,S,Brown,Spring,4,No,Bank Transfer,Standard,No,No,7,Annually
1955,65+,Female,Sandals,Footwear,95.25,North Carolina,L,Red,Summer,3,No,Cash,Standard,Yes,No,7,Bi-Weekly
1956,56-65,Female,Smartphone,Electronics,592.79,Texas,N/A,N/A,Fall,4,No,Cash,Standard,Yes,No,4,Quarterly
1957,56-65,Male,Camping Gear,Sports & Outdoors,132.84,Florida,N/A,N/A,Summer,5,No,Cash,Standard,No,No,9,Monthly
1958,26-35,Male,Garden Tools,Home & Garden,186.63,California,N/A,N/A,Spring,5,Yes,PayPal,Express,No,No,6,Bi-Weekly
1959,18-25,Female,Magazine,Books & Media,27.12,Florida,N/A,N/A,Summer,5,No,Bank Transfer,Next Day Delivery,No,Yes,3,Annually
1960,36-45,Female,Magazine,Books & Media,25.34,Georgia,N/A,N/A,Summer,5,No,Credit Card,Express,No,No,5,Bi-Weekly
1961,65+,Female,Shirt,Clothing,97.39,Ohio,S,Black,Fall,5,No,PayPal,Free Shipping,Yes,No,6,Quarterly
1962,56-65,Male,Video Game,Toys & Games,20.59,North Carolina,N/A,N/A,Winter,4,Yes,Bank Transfer,Next Day Delivery,Yes,No,4,Annually
1963,56-65,Male,Hair Care,Beauty & Personal Care,38.43,North Carolina,N/A,N/A,Winter,5,Yes,Cash,Free Shipping,No,No,11,Bi-Weekly
1964,18-25,Male,Watch,Accessories,85.67,Michigan,N/A,Blue,Fall,5,No,Credit Card,Free Shipping,Yes,No,5,Quarterly
1965,46-55,Male,Decor,Home & Garden,151.5,California,N/A,N/A,Fall,5,Yes,PayPal,Express,No,No,7,Weekly
1966,26-35,Female,Makeup,Beauty & Personal Care,50.46,Georgia,N/A,N/A,Summer,4,Yes,Debit Card,Free Shipping,No,No,5,Bi-Weekly
1967,26-35,Other,Pants,Clothing,16.84,Georgia,M,Red,Winter,5,Yes,PayPal,Free Shipping,No,No,6,Monthly
1968,26-35,Male,Magazine,Books & Media,13.65,Ohio,N/A,N/A,Spring,4,Yes,Cash,Express,No,No,4,Weekly
1969,36-45,Female,Fitness Equipment,Sports & Outdoors,64.04,Pennsylvania,N/A,N/A,Winter,5,No,PayPal,Free Shipping,No,No,6,Weekly
1970,56-65,Female,Decor,Home & Garden,101.27,North Carolina,N/A,N/A,Winter,3,Yes,Credit Card,Free Shipping,Yes,No,3,Weekly
1971,36-45,Female,Camping Gear,Sports & Outdoors,104.79,Illinois,N/A,N/A,Summer,4,No,Credit Card,Standard,No,No,5,Bi-Weekly
1972,65+,Male,Puzzle,Toys & Games,43.14,California,N/A,N/A,Spring,5,No,Bank Transfer,Express,No,Yes,4,Annually
1973,36-45,Male,Jacket,Clothing,101.35,Ohio,M,Brown,Winter,5,No,Debit Card,Next Day Delivery,No,Yes,7,Monthly
1974,36-45,Male,Blouse,Clothing,100.18,North Carolina,XL,Black,Winter,3,No,PayPal,Free Shipping,Yes,Yes,5,Annually
1975,18-25,Male,Board Game,Toys & Games,38.92,Florida,N/A,N/A,Winter,4,No,Debit Card,Free Shipping,No,No,8,Monthly
1976,26-35,Female,Boots,Footwear,99.27,Texas,XL,Red,Fall,5,No,PayPal,Express,Yes,No,5,Weekly
1977,18-25,Female,Furniture,Home & Garden,131.61,Florida,N/A,N/A,Summer,4,No,PayPal,Express,No,No,8,Quarterly
1978,26-35,Female,Hair Care,Beauty & Personal Care,12.36,New York,N/A,N/A,Spring,4,No,Credit Card,Express,Yes,No,6,Weekly
1979,36-45,Female,Novel,Books & Media,38.97,New York,N/A,N/A,Winter,5,No,Cash,Free Shipping,No,No,4,Weekly
1980,18-25,Male,DVD,Books & Media,29.71,Michigan,N/A,N/A,Fall,5,Yes,PayPal,Next Day Delivery,Yes,No,5,Annually
1981,56-65,Male,Puzzle,Toys & Games,32.15,New Jersey,N/A,N/A,Fall,5,No,Bank Transfer,Express,No,No,3,Annually
1982,56-65,Female,Garden Tools,Home & Garden,190.51,New York,N/A,N/A,Summer,5,No,Credit Card,Free Shipping,No,No,10,Quarterly
1983,36-45,Male,Sports Apparel,Sports & Outdoors,97.56,Georgia,N/A,N/A,Winter,5,No,Credit Card,Next Day Delivery,Yes,No,8,Monthly
1984,18-25,Female,Running Shoes,Footwear,84.48,New York,S,White,Winter,5,Yes,Cash,Standard,No,No,6,Annually
1985,56-65,Male,Bike,Sports & Outdoors,238.5,Virginia,N/A,N/A,Winter,4,No,PayPal,Next Day Delivery,No,No,11,Monthly
1986,18-25,Female,Handbag,Accessories,162.92,Michigan,N/A,Red,Spring,4,No,Debit Card,Standard,No,Yes,4,Quarterly
1987,46-55,Other,Makeup,Beauty & Personal Care,29.93,Ohio,N/A,N/A,Winter,5,No,Credit Card,Next Day Delivery,No,No,6,Monthly
1988,18-25,Male,Kitchenware,Home & Garden,238.34,Georgia,N/A,N/A,Winter,5,No,PayPal,Express,No,No,8,Quarterly
1989,46-55,Male,Sunglasses,Accessories,168.19,New York,N/A,Green,Summer,5,No,Debit Card,Express,No,No,5,Annually
1990,36-45,Male,Skincare,Beauty & Personal Care,20.11,Texas,N/A,N/A,Spring,5,No,Credit Card,Standard,No,No,4,Bi-Weekly
1991,56-65,Female,Fragrance,Beauty & Personal Care,42.13,Texas,N/A,N/A,Summer,4,No,Credit Card,Standard,No,No,6,Quarterly
1992,26-35,Female,Pants,Clothing,55.72,Illinois,M,Gray,Fall,5,No,Bank Transfer,Standard,No,No,5,Weekly
1993,26-35,Male,Decor,Home & Garden,155.7,Texas,N/A,N/A,Spring,4,No,Bank Transfer,Standard,No,No,6,Weekly
1994,56-65,Male,Blouse,Clothing,47.88,New York,S,Red,Winter,5,No,Credit Card,Next Day Delivery,No,No,6,Annually
1995,36-45,Male,Board Game,Toys & Games,20.05,Michigan,N/A,N/A,Fall,5,No,Cash,Standard,No,No,7,Quarterly
1996,56-65,Male,Kitchenware,Home & Garden,101.55,New Jersey,N/A,N/A,Spring,5,No,PayPal,Express,No,No,5,Monthly
1997,18-25,Male,Hair Care,Beauty & Personal Care,25.61,New Jersey,N/A,N/A,Summer,3,No,PayPal,Free Shipping,No,No,5,Monthly
1998,56-65,Female,Decor,Home & Garden,217.52,New Jersey,N/A,N/A,Winter,4,Yes,PayPal,Express,No,No,6,Monthly
1999,65+,Male,Camping Gear,Sports & Outdoors,47.8,New York,N/A,N/A,Winter,3,No,Cash,Express,No,No,11,Weekly
2000,18-25,Male,Sweater,Clothing,97.51,Texas,S,Black,Winter,4,No,Cash,Express,Yes,No,9,Weekly
2001,36-45,Female,Sports Apparel,Sports & Outdoors,165.99,Michigan,N/A,N/A,Summer,4,No,PayPal,Free Shipping,No,No,10,Quarterly
2002,18-25,Female,Puzzle,Toys & Games,25.83,Virginia,N/A,N/A,Summer,5,No,PayPal,Standard,Yes,No,5,Monthly
2003,26-35,Female,Makeup,Beauty & Personal Care,42.68,Pennsylvania,N/A,N/A,Spring,4,Yes,Credit Card,Standard,Yes,Yes,5,Monthly
2004,46-55,Male,Heels,Footwear,93.11,Georgia,L,Brown,Fall,5,No,PayPal,Express,No,Yes,3,Monthly
2005,65+,Male,Hair Care,Beauty & Personal Care,62.35,Michigan,N/A,N/A,Summer,5,No,Credit Card,Express,No,No,6,Monthly
2006,46-55,Female,Tablet,Electronics,686.03,Pennsylvania,N/A,N/A,Summer,4,Yes,Credit Card,Express,No,No,7,Bi-Weekly
2007,56-65,Female,DVD,Books & Media,20.93,New York,N/A,N/A,Summer,4,No,PayPal,Standard,No,Yes,2,Weekly
2008,65+,Female,Sports Apparel,Sports & Outdoors,146.71,Michigan,N/A,N/A,Fall,5,Yes,Debit Card,Standard,No,No,8,Weekly
2009,46-55,Female,Action Figure,Toys & Games,10.0,New York,N/A,N/A,Summer,4,No,Debit Card,Next Day Delivery,No,No,12,Annually
2010,46-55,Male,Action Figure,Toys & Games,52.07,Ohio,N/A,N/A,Spring,4,Yes,PayPal,Next Day Delivery,No,No,4,Annually
2011,46-55,Male,Dress,Clothing,42.17,Pennsylvania,XS,Red,Spring,5,No,PayPal,Free Shipping,No,No,5,Quarterly
2012,56-65,Female,Sunglasses,Accessories,107.41,Michigan,N/A,White,Winter,4,Yes,Debit Card,Next Day Delivery,Yes,No,4,Weekly
2013,26-35,Male,Bedding,Home & Garden,143.84,Illinois,N/A,N/A,Spring,4,No,Bank Transfer,Express,No,No,8,Weekly
2014,26-35,Male,Magazine,Books & Media,37.65,Ohio,N/A,N/A,Spring,5,No,PayPal,Standard,No,No,4,Weekly
2015,36-45,Male,Video Game,Toys & Games,47.81,California,N/A,N/A,Fall,5,Yes,Bank Transfer,Standard,No,No,5,Quarterly
2016,56-65,Female,Belt,Accessories,80.74,New Jersey,N/A,Green,Fall,5,Yes,Credit Card,Express,No,No,7,Quarterly
2017,56-65,Male,Camping Gear,Sports & Outdoors,169.93,North Carolina,N/A,N/A,Summer,3,No,Credit Card,Free Shipping,No,No,6,Weekly
2018,36-45,Male,Jewelry,Accessories,10.0,California,N/A,Black,Summer,5,No,Debit Card,Express,Yes,No,4,Monthly
2019,65+,Male,Bedding,Home & Garden,208.2,Florida,N/A,N/A,Winter,4,No,Cash,Express,Yes,No,6,Monthly
2020,18-25,Male,Decor,Home & Garden,138.08,North Carolina,N/A,N/A,Spring,4,No,Credit Card,Express,No,No,4,Weekly
2021,18-25,Male,Watch,Accessories,106.21,Illinois,N/A,White,Spring,5,No,PayPal,Next Day Delivery,Yes,No,3,Weekly
2022,56-65,Other,Video Game,Toys & Games,17.92,North Carolina,N/A,N/A,Spring,5,No,PayPal,Next Day Delivery,No,No,6,Weekly
2023,36-45,Female,Headphones,Electronics,97.97,Florida,N/A,N/A,Winter,5,No,Cash,Next Day Delivery,No,No,8,Weekly
2024,56-65,Female,Smartphone,Electronics,544.36,Florida,N/A,N/A,Summer,5,No,Debit Card,Express,No,No,5,Annually
2025,65+,Female,Action Figure,Toys & Games,29.91,Georgia,N/A,N/A,Fall,5,No,Credit Card,Next Day Delivery,No,No,9,Quarterly
2026,46-55,Male,Smartwatch,Electronics,458.39,Ohio,N/A,N/A,Summer,5,No,Cash,Express,Yes,No,3,Annually
2027,65+,Male,Novel,Books & Media,10.0,Virginia,N/A,N/A,Summer,5,No,PayPal,Free Shipping,Yes,No,5,Quarterly
2028,36-45,Male,Camping Gear,Sports & Outdoors,74.87,California,N/A,N/A,Spring,5,No,PayPal,Express,Yes,No,6,Weekly
2029,56-65,Female,Fitness Equipment,Sports & Outdoors,82.05,New Jersey,N/A,N/A,Fall,4,No,Debit Card,Free Shipping,No,No,6,Weekly
2030,36-45,Male,Novel,Books & Media,26.11,Florida,N/A,N/A,Spring,5,Yes,Bank Transfer,Standard,No,No,6,Annually
2031,26-35,Male,Music Album,Books & Media,25.08,North Carolina,N/A,N/A,Fall,4,Yes,Credit Card,Standard,Yes,No,8,Monthly
2032,26-35,Male,Garden Tools,Home & Garden,131.09,Ohio,N/A,N/A,Fall,5,No,Credit Card,Standard,No,No,4,Weekly
2033,36-45,Female,Casual Shoes,Footwear,166.53,Illinois,L,White,Fall,5,No,Debit Card,Free Shipping,No,No,11,Weekly
2034,56-65,Male,Fitness Equipment,Sports & Outdoors,98.0,Georgia,N/A,N/A,Fall,5,No,Debit Card,Free Shipping,No,No,6,Weekly
2035,18-25,Male,Decor,Home & Garden,48.15,Florida,N/A,N/A,Spring,5,No,Cash,Standard,Yes,No,3,Monthly
2036,18-25,Female,Headphones,Electronics,626.48,Pennsylvania,N/A,N/A,Fall,4,No,Credit Card,Express,Yes,No,8,Annually
2037,26-35,Female,Laptop,Electronics,490.61,California,N/A,N/A,Fall,5,No,Debit Card,Standard,No,No,5,Annually
2038,56-65,Male,Puzzle,Toys & Games,31.41,North Carolina,N/A,N/A,Fall,5,No,Credit Card,Free Shipping,No,No,7,Weekly
2039,36-45,Male,Skincare,Beauty & Personal Care,38.68,New Jersey,N/A,N/A,Fall,5,No,Debit Card,Standard,No,Yes,2,Bi-Weekly
2040,18-25,Male,Smartwatch,Electronics,371.49,California,N/A,N/A,Spring,5,Yes,PayPal,Standard,No,No,3,Quarterly
2041,36-45,Female,Skincare,Beauty & Personal Care,62.97,Illinois,N/A,N/A,Summer,5,Yes,Bank Transfer,Express,No,Yes,5,Weekly
2042,36-45,Female,Boots,Footwear,185.25,New Jersey,XL,Gray,Spring,4,Yes,Credit Card,Free Shipping,Yes,No,7,Bi-Weekly
2043,65+,Male,Boots,Footwear,117.02,Virginia,XL,White,Winter,5,No,Credit Card,Next Day Delivery,No,No,6,Annually
2044,65+,Male,Jewelry,Accessories,167.87,North Carolina,N/A,White,Spring,4,No,PayPal,Express,No,No,8,Annually
2045,65+,Male,Makeup,Beauty & Personal Care,54.57,North Carolina,N/A,N/A,Fall,4,No,Debit Card,Express,No,Yes,6,Quarterly
2046,56-65,Female,Hair Care,Beauty & Personal Care,45.67,Illinois,N/A,N/A,Summer,5,No,Bank Transfer,Standard,No,No,7,Quarterly
2047,36-45,Male,Novel,Books & Media,17.83,Texas,N/A,N/A,Winter,3,No,Bank Transfer,Express,No,Yes,4,Monthly
2048,65+,Female,Running Shoes,Footwear,50.34,Florida,XL,Black,Summer,5,No,Cash,Standard,No,No,8,Bi-Weekly
2049,26-35,Female,Jeans,Clothing,110.8,Texas,L,White,Summer,5,No,Debit Card,Standard,No,No,2,Annually
2050,18-25,Other,Wallet,Accessories,53.71,Texas,N/A,Brown,Spring,5,No,PayPal,Standard,Yes,No,3,Monthly
2051,26-35,Female,Magazine,Books & Media,20.02,Florida,N/A,N/A,Spring,5,Yes,Debit Card,Next Day Delivery,No,No,5,Quarterly
2052,46-55,Male,Puzzle,Toys & Games,37.95,Georgia,N/A,N/A,Summer,5,Yes,Cash,Express,No,No,6,Quarterly
2053,36-45,Female,Wallet,Accessories,32.28,New Jersey,N/A,White,Winter,3,No,PayPal,Next Day Delivery,No,No,4,Quarterly
2054,18-25,Male,Furniture,Home & Garden,173.09,Ohio,N/A,N/A,Winter,5,Yes,Cash,Standard,No,No,7,Weekly
2055,65+,Male,DVD,Books & Media,15.11,New York,N/A,N/A,Winter,4,Yes,Credit Card,Next Day Delivery,No,No,7,Bi-Weekly
2056,36-45,Male,Kitchenware,Home & Garden,152.56,Ohio,N/A,N/A,Spring,5,No,PayPal,Standard,Yes,No,11,Annually
2057,46-55,Female,Sports Apparel,Sports & Outdoors,151.93,New Jersey,N/A,N/A,Summer,5,No,PayPal,Express,No,No,6,Monthly
2058,46-55,Male,Hair Care,Beauty & Personal Care,89.9,Florida,N/A,N/A,Winter,5,No,Cash,Free Shipping,No,Yes,6,Bi-Weekly
2059,18-25,Male,Wallet,Accessories,139.14,Georgia,N/A,Red,Summer,5,Yes,Bank Transfer,Express,No,Yes,8,Weekly
2060,36-45,Female,Sports Apparel,Sports & Outdoors,21.57,Virginia,N/A,N/A,Spring,5,No,Debit Card,Next Day Delivery,No,Yes,6,Quarterly
2061,18-25,Female,Smartwatch,Electronics,574.95,Texas,N/A,N/A,Summer,4,Yes,Debit Card,Next Day Delivery,No,No,2,Bi-Weekly
2062,65+,Male,Action Figure,Toys & Games,30.16,New Jersey,N/A,N/A,Winter,5,No,Bank Transfer,Standard,Yes,Yes,11,Bi-Weekly
2063,18-25,Male,Bike,Sports & Outdoors,130.49,Michigan,N/A,N/A,Fall,3,No,Credit Card,Free Shipping,No,No,4,Bi-Weekly
2064,26-35,Male,Camera,Electronics,279.68,Illinois,N/A,N/A,Winter,5,No,Debit Card,Next Day Delivery,No,No,10,Annually
2065,26-35,Male,Hair Care,Beauty & Personal Care,61.9,Texas,N/A,N/A,Winter,5,No,PayPal,Express,Yes,Yes,4,Bi-Weekly
